periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 515 Rev 2020_Number of over 5 years cases with fever for less than 7 days,MOH 515 Rev 2020_Number of under 5 years cases with fever for less than 7 days
202403,Mar-24,202403,,qKzosKQPl6G,Kiambu County,KE_County_22,,122,137
202403,Mar-24,202403,,ihZsJ8alvtb,Kericho County,KE_County_35,,160,456
202403,Mar-24,202403,,xuFdFy6t9AH,Laikipia County,KE_County_31,,59,43
202403,Mar-24,202403,,kphDeKClFch,Turkana County,KE_County_23,,1006,1079
202403,Mar-24,202403,,mThvosEflAU,Trans Nzoia County,KE_County_26,,5,13
202403,Mar-24,202403,,Tvf1zgVZ0K4,Busia County,KE_County_40,,16016,16419
202403,Mar-24,202403,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,21,27
202403,Mar-24,202403,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,597,848
202403,Mar-24,202403,,PFu8alU2KWG,Embu County,KE_County_14,,21,27
202403,Mar-24,202403,,mYZacFNIB3h,Nyandarua County,KE_County_18,,23,16
202403,Mar-24,202403,,BjC1xL40gHo,Kakamega County,KE_County_37,,11677,5601
202403,Mar-24,202403,,XWALbfAPa6n,West Pokot County,KE_County_24,,139,89
202403,Mar-24,202403,,bzOfj0iwfDH,Isiolo County,KE_County_11,,105,198
202403,Mar-24,202403,,u4t9H8XyU9P,Siaya County,KE_County_41,,12389,5808
202403,Mar-24,202403,,sPkRcDvhGWA,Kisii County,KE_County_45,,2783,1322
202403,Mar-24,202403,,uyOrcHZBpW0,Garissa County,KE_County_7,,207,215
202403,Mar-24,202403,,jkG3zaihdSs,Nairobi County,KE_County_47,,93,205
202403,Mar-24,202403,,Y52XNJ50hYb,Meru County,KE_County_12,,160,271
202403,Mar-24,202403,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,49,37
202403,Mar-24,202403,,CeLsrJOH0g9,Wajir County,KE_County_8,,47,39
202403,Mar-24,202403,,wsBsC6gjHvn,Mombasa County,KE_County_1,,8,28
202403,Mar-24,202403,,o36zCRjSd4G,Samburu County,KE_County_25,,231,155
202403,Mar-24,202403,,JsH2bnvNt2d,Tana River County,KE_County_4,,1026,368
202403,Mar-24,202403,,nrI2khZx3d0,Kilifi County,KE_County_3,,56,154
202403,Mar-24,202403,,R6f9znhg37c,Mandera County,KE_County_9,,182,299
202403,Mar-24,202403,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,110,30
202403,Mar-24,202403,,BoDytkJQ4Qi,Makueni County,KE_County_17,,657,360
202403,Mar-24,202403,,j8o6iO4Njsi,Kitui County,KE_County_15,,126,124
202403,Mar-24,202403,,Eey8fT4Im3y,Marsabit County,KE_County_10,,164,223
202403,Mar-24,202403,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,11000,3950
202403,Mar-24,202403,,vvOK1BxTbet,Baringo County,KE_County_30,,508,350
202403,Mar-24,202403,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,22,25
202403,Mar-24,202403,,sANMZ3lpqGs,Vihiga County,KE_County_38,,7124,2046
202403,Mar-24,202403,,HMNARUV2CW4,Bomet County,KE_County_36,,1532,232
202403,Mar-24,202403,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,11656,3905
202403,Mar-24,202403,,tAbBVBbueqD,Kisumu County,KE_County_42,,9059,13767
202403,Mar-24,202403,,ob6SxuRcqU4,Nakuru County,KE_County_32,,533,480
202403,Mar-24,202403,,t0J75eHKxz5,Nandi County,KE_County_29,,81,17
202403,Mar-24,202403,,N7YETT3A9r1,Kwale County,KE_County_2,,301,269
202403,Mar-24,202403,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,13,19
202503,Mar-25,202503,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,71,89
202503,Mar-25,202503,,tAbBVBbueqD,Kisumu County,KE_County_42,,7018,7262
202503,Mar-25,202503,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,22,67
202503,Mar-25,202503,,j8o6iO4Njsi,Kitui County,KE_County_15,,235,407
202503,Mar-25,202503,,ob6SxuRcqU4,Nakuru County,KE_County_32,,89,312
202503,Mar-25,202503,,Eey8fT4Im3y,Marsabit County,KE_County_10,,239,330
202503,Mar-25,202503,,u4t9H8XyU9P,Siaya County,KE_County_41,,13900,5629
202503,Mar-25,202503,,HMNARUV2CW4,Bomet County,KE_County_36,,209,184
202503,Mar-25,202503,,PFu8alU2KWG,Embu County,KE_County_14,,138,245
202503,Mar-25,202503,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,6,6
202503,Mar-25,202503,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,129,183
202503,Mar-25,202503,,kphDeKClFch,Turkana County,KE_County_23,,950,1499
202503,Mar-25,202503,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,9208,5273
202503,Mar-25,202503,,vvOK1BxTbet,Baringo County,KE_County_30,,124,86
202503,Mar-25,202503,,Y52XNJ50hYb,Meru County,KE_County_12,,72,169
202503,Mar-25,202503,,o36zCRjSd4G,Samburu County,KE_County_25,,67,142
202503,Mar-25,202503,,BoDytkJQ4Qi,Makueni County,KE_County_17,,775,1006
202503,Mar-25,202503,,uyOrcHZBpW0,Garissa County,KE_County_7,,80,94
202503,Mar-25,202503,,wsBsC6gjHvn,Mombasa County,KE_County_1,,164,151
202503,Mar-25,202503,,NjWSbQTwys4,Lamu County,KE_County_5,,17,17
202503,Mar-25,202503,,sPkRcDvhGWA,Kisii County,KE_County_45,,2880,1749
202503,Mar-25,202503,,JsH2bnvNt2d,Tana River County,KE_County_4,,183,185
202503,Mar-25,202503,,R6f9znhg37c,Mandera County,KE_County_9,,5,11
202503,Mar-25,202503,,nrI2khZx3d0,Kilifi County,KE_County_3,,255,337
202503,Mar-25,202503,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,310,312
202503,Mar-25,202503,,mThvosEflAU,Trans Nzoia County,KE_County_26,,351,343
202503,Mar-25,202503,,kqJ83J2D72s,Narok County,KE_County_33,,509,463
202503,Mar-25,202503,,fVra3Pwta0Q,Migori County,KE_County_44,,6246,3732
202503,Mar-25,202503,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,15044,4642
202503,Mar-25,202503,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1816,289
202503,Mar-25,202503,,BjC1xL40gHo,Kakamega County,KE_County_37,,14278,6084
202503,Mar-25,202503,,XWALbfAPa6n,West Pokot County,KE_County_24,,357,487
202503,Mar-25,202503,,Tvf1zgVZ0K4,Busia County,KE_County_40,,7733,9749
202503,Mar-25,202503,,bzOfj0iwfDH,Isiolo County,KE_County_11,,21,117
202503,Mar-25,202503,,N7YETT3A9r1,Kwale County,KE_County_2,,319,585
202503,Mar-25,202503,,t0J75eHKxz5,Nandi County,KE_County_29,,14,
202503,Mar-25,202503,,sANMZ3lpqGs,Vihiga County,KE_County_38,,6734,3370
202503,Mar-25,202503,,yhCUgGcCcOo,Machakos County,KE_County_16,,35,44
202503,Mar-25,202503,,ihZsJ8alvtb,Kericho County,KE_County_35,,334,508
202503,Mar-25,202503,,ptWVfaCIdVx,Nyeri County,KE_County_19,,1,
202503,Mar-25,202503,,ahwTMNAJvrL,Muranga County,KE_County_21,,4,179
202503,Mar-25,202503,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,78,110
202105,May-21,202105,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,160,75
202105,May-21,202105,,N7YETT3A9r1,Kwale County,KE_County_2,,178,84
202105,May-21,202105,,o36zCRjSd4G,Samburu County,KE_County_25,,20,22
202105,May-21,202105,,CeLsrJOH0g9,Wajir County,KE_County_8,,1,268
202105,May-21,202105,,sANMZ3lpqGs,Vihiga County,KE_County_38,,3021,1436
202105,May-21,202105,,BoDytkJQ4Qi,Makueni County,KE_County_17,,81,51
202105,May-21,202105,,uyOrcHZBpW0,Garissa County,KE_County_7,,494,302
202105,May-21,202105,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,57,42
202105,May-21,202105,,ptWVfaCIdVx,Nyeri County,KE_County_19,,5,7
202105,May-21,202105,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1289,1191
202105,May-21,202105,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,712,865
202105,May-21,202105,,R6f9znhg37c,Mandera County,KE_County_9,,59,139
202105,May-21,202105,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,5,3
202105,May-21,202105,,bzOfj0iwfDH,Isiolo County,KE_County_11,,18,18
202105,May-21,202105,,fVra3Pwta0Q,Migori County,KE_County_44,,1623,1226
202105,May-21,202105,,Tvf1zgVZ0K4,Busia County,KE_County_40,,4761,14898
202105,May-21,202105,,jkG3zaihdSs,Nairobi County,KE_County_47,,123,115
202105,May-21,202105,,wsBsC6gjHvn,Mombasa County,KE_County_1,,23,50
202105,May-21,202105,,j8o6iO4Njsi,Kitui County,KE_County_15,,1,5
202105,May-21,202105,,vvOK1BxTbet,Baringo County,KE_County_30,,6,10
202105,May-21,202105,,Y52XNJ50hYb,Meru County,KE_County_12,,48,75
202105,May-21,202105,,mThvosEflAU,Trans Nzoia County,KE_County_26,,414,255
202105,May-21,202105,,Eey8fT4Im3y,Marsabit County,KE_County_10,,101,131
202105,May-21,202105,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,63,35
202105,May-21,202105,,u4t9H8XyU9P,Siaya County,KE_County_41,,8287,5419
202105,May-21,202105,,uepLTG8wGWJ,Nyamira County,KE_County_46,,615,46
202105,May-21,202105,,kphDeKClFch,Turkana County,KE_County_23,,1030,1765
202105,May-21,202105,,ob6SxuRcqU4,Nakuru County,KE_County_32,,141,379
202105,May-21,202105,,ahwTMNAJvrL,Muranga County,KE_County_21,,86,115
202105,May-21,202105,,qKzosKQPl6G,Kiambu County,KE_County_22,,215,204
202105,May-21,202105,,JsH2bnvNt2d,Tana River County,KE_County_4,,382,420
202105,May-21,202105,,tAbBVBbueqD,Kisumu County,KE_County_42,,1506,1536
202105,May-21,202105,,nrI2khZx3d0,Kilifi County,KE_County_3,,31,42
202105,May-21,202105,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,36,29
202105,May-21,202105,,sPkRcDvhGWA,Kisii County,KE_County_45,,570,581
202105,May-21,202105,,yhCUgGcCcOo,Machakos County,KE_County_16,,32,89
202105,May-21,202105,,kqJ83J2D72s,Narok County,KE_County_33,,620,415
202105,May-21,202105,,BjC1xL40gHo,Kakamega County,KE_County_37,,2695,6956
202105,May-21,202105,,XWALbfAPa6n,West Pokot County,KE_County_24,,,128
202105,May-21,202105,,mYZacFNIB3h,Nyandarua County,KE_County_18,,9,27
202105,May-21,202105,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,3320,2035
202105,May-21,202105,,ihZsJ8alvtb,Kericho County,KE_County_35,,157,39
202105,May-21,202105,,HMNARUV2CW4,Bomet County,KE_County_36,,,11
202105,May-21,202105,,PFu8alU2KWG,Embu County,KE_County_14,,23,44
202205,May-22,202205,,JsH2bnvNt2d,Tana River County,KE_County_4,,616,286
202205,May-22,202205,,mYZacFNIB3h,Nyandarua County,KE_County_18,,14,34
202205,May-22,202205,,fVra3Pwta0Q,Migori County,KE_County_44,,2355,1480
202205,May-22,202205,,ahwTMNAJvrL,Muranga County,KE_County_21,,63,108
202205,May-22,202205,,kqJ83J2D72s,Narok County,KE_County_33,,260,571
202205,May-22,202205,,qKzosKQPl6G,Kiambu County,KE_County_22,,236,298
202205,May-22,202205,,ihZsJ8alvtb,Kericho County,KE_County_35,,704,297
202205,May-22,202205,,jkG3zaihdSs,Nairobi County,KE_County_47,,180,226
202205,May-22,202205,,yhCUgGcCcOo,Machakos County,KE_County_16,,27,95
202205,May-22,202205,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,32,35
202205,May-22,202205,,t0J75eHKxz5,Nandi County,KE_County_29,,367,126
202205,May-22,202205,,nrI2khZx3d0,Kilifi County,KE_County_3,,51,120
202205,May-22,202205,,R6f9znhg37c,Mandera County,KE_County_9,,152,203
202205,May-22,202205,,Y52XNJ50hYb,Meru County,KE_County_12,,38,77
202205,May-22,202205,,ob6SxuRcqU4,Nakuru County,KE_County_32,,149,348
202205,May-22,202205,,ptWVfaCIdVx,Nyeri County,KE_County_19,,13,13
202205,May-22,202205,,tAbBVBbueqD,Kisumu County,KE_County_42,,3967,7401
202205,May-22,202205,,wsBsC6gjHvn,Mombasa County,KE_County_1,,21,30
202205,May-22,202205,,o36zCRjSd4G,Samburu County,KE_County_25,,178,90
202205,May-22,202205,,sANMZ3lpqGs,Vihiga County,KE_County_38,,6972,1413
202205,May-22,202205,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,515,683
202205,May-22,202205,,vvOK1BxTbet,Baringo County,KE_County_30,,149,101
202205,May-22,202205,,mThvosEflAU,Trans Nzoia County,KE_County_26,,599,213
202205,May-22,202205,,Tvf1zgVZ0K4,Busia County,KE_County_40,,22464,14744
202205,May-22,202205,,uepLTG8wGWJ,Nyamira County,KE_County_46,,783,103
202205,May-22,202205,,u4t9H8XyU9P,Siaya County,KE_County_41,,4719,3080
202205,May-22,202205,,bzOfj0iwfDH,Isiolo County,KE_County_11,,93,168
202205,May-22,202205,,BoDytkJQ4Qi,Makueni County,KE_County_17,,18,31
202205,May-22,202205,,Eey8fT4Im3y,Marsabit County,KE_County_10,,46,103
202205,May-22,202205,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,8,9
202205,May-22,202205,,j8o6iO4Njsi,Kitui County,KE_County_15,,1,13
202205,May-22,202205,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,289,118
202205,May-22,202205,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,3488,1779
202205,May-22,202205,,N7YETT3A9r1,Kwale County,KE_County_2,,713,381
202205,May-22,202205,,sPkRcDvhGWA,Kisii County,KE_County_45,,1136,342
202205,May-22,202205,,uyOrcHZBpW0,Garissa County,KE_County_7,,349,275
202205,May-22,202205,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,6768,2418
202205,May-22,202205,,NjWSbQTwys4,Lamu County,KE_County_5,,8,
202205,May-22,202205,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,9,9
202205,May-22,202205,,CeLsrJOH0g9,Wajir County,KE_County_8,,,42
202205,May-22,202205,,BjC1xL40gHo,Kakamega County,KE_County_37,,10504,4355
202205,May-22,202205,,PFu8alU2KWG,Embu County,KE_County_14,,15,25
202205,May-22,202205,,kphDeKClFch,Turkana County,KE_County_23,,3949,3556
202205,May-22,202205,,HMNARUV2CW4,Bomet County,KE_County_36,,10,7
202205,May-22,202205,,XWALbfAPa6n,West Pokot County,KE_County_24,,155,110
202205,May-22,202205,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,137,55
202305,May-23,202305,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,10982,4472
202305,May-23,202305,,sANMZ3lpqGs,Vihiga County,KE_County_38,,10273,1554
202305,May-23,202305,,HMNARUV2CW4,Bomet County,KE_County_36,,57,22
202305,May-23,202305,,N7YETT3A9r1,Kwale County,KE_County_2,,214,253
202305,May-23,202305,,o36zCRjSd4G,Samburu County,KE_County_25,,216,151
202305,May-23,202305,,vvOK1BxTbet,Baringo County,KE_County_30,,531,268
202305,May-23,202305,,j8o6iO4Njsi,Kitui County,KE_County_15,,80,99
202305,May-23,202305,,Y52XNJ50hYb,Meru County,KE_County_12,,142,224
202305,May-23,202305,,Eey8fT4Im3y,Marsabit County,KE_County_10,,116,282
202305,May-23,202305,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,19869,5741
202305,May-23,202305,,CeLsrJOH0g9,Wajir County,KE_County_8,,83,80
202305,May-23,202305,,BjC1xL40gHo,Kakamega County,KE_County_37,,20839,6402
202305,May-23,202305,,XWALbfAPa6n,West Pokot County,KE_County_24,,37,167
202305,May-23,202305,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,42,50
202305,May-23,202305,,tAbBVBbueqD,Kisumu County,KE_County_42,,14915,17311
202305,May-23,202305,,ptWVfaCIdVx,Nyeri County,KE_County_19,,6,12
202305,May-23,202305,,ahwTMNAJvrL,Muranga County,KE_County_21,,1,143
202305,May-23,202305,,t0J75eHKxz5,Nandi County,KE_County_29,,228,41
202305,May-23,202305,,yhCUgGcCcOo,Machakos County,KE_County_16,,35,62
202305,May-23,202305,,xuFdFy6t9AH,Laikipia County,KE_County_31,,99,141
202305,May-23,202305,,ihZsJ8alvtb,Kericho County,KE_County_35,,131,490
202305,May-23,202305,,qKzosKQPl6G,Kiambu County,KE_County_22,,134,228
202305,May-23,202305,,ob6SxuRcqU4,Nakuru County,KE_County_32,,454,343
202305,May-23,202305,,fVra3Pwta0Q,Migori County,KE_County_44,,6491,2710
202305,May-23,202305,,uepLTG8wGWJ,Nyamira County,KE_County_46,,2277,265
202305,May-23,202305,,kphDeKClFch,Turkana County,KE_County_23,,5992,4451
202305,May-23,202305,,PFu8alU2KWG,Embu County,KE_County_14,,16,45
202305,May-23,202305,,u4t9H8XyU9P,Siaya County,KE_County_41,,17270,8168
202305,May-23,202305,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,168,248
202305,May-23,202305,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,47,32
202305,May-23,202305,,Tvf1zgVZ0K4,Busia County,KE_County_40,,36459,21825
202305,May-23,202305,,mYZacFNIB3h,Nyandarua County,KE_County_18,,4,7
202305,May-23,202305,,bzOfj0iwfDH,Isiolo County,KE_County_11,,152,344
202305,May-23,202305,,jkG3zaihdSs,Nairobi County,KE_County_47,,191,470
202305,May-23,202305,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,12,23
202305,May-23,202305,,mThvosEflAU,Trans Nzoia County,KE_County_26,,160,78
202305,May-23,202305,,kqJ83J2D72s,Narok County,KE_County_33,,342,444
202305,May-23,202305,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,46,21
202305,May-23,202305,,JsH2bnvNt2d,Tana River County,KE_County_4,,872,321
202305,May-23,202305,,uyOrcHZBpW0,Garissa County,KE_County_7,,330,278
202305,May-23,202305,,wsBsC6gjHvn,Mombasa County,KE_County_1,,45,66
202305,May-23,202305,,nrI2khZx3d0,Kilifi County,KE_County_3,,97,140
202305,May-23,202305,,NjWSbQTwys4,Lamu County,KE_County_5,,1,3
202305,May-23,202305,,sPkRcDvhGWA,Kisii County,KE_County_45,,1216,676
202305,May-23,202305,,R6f9znhg37c,Mandera County,KE_County_9,,191,228
202305,May-23,202305,,BoDytkJQ4Qi,Makueni County,KE_County_17,,122,164
202305,May-23,202305,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,118,111
202405,May-24,202405,,kqJ83J2D72s,Narok County,KE_County_33,,344,330
202405,May-24,202405,,JsH2bnvNt2d,Tana River County,KE_County_4,,536,232
202405,May-24,202405,,fVra3Pwta0Q,Migori County,KE_County_44,,3560,3196
202405,May-24,202405,,qKzosKQPl6G,Kiambu County,KE_County_22,,127,153
202405,May-24,202405,,mThvosEflAU,Trans Nzoia County,KE_County_26,,264,356
202405,May-24,202405,,ihZsJ8alvtb,Kericho County,KE_County_35,,266,773
202405,May-24,202405,,BjC1xL40gHo,Kakamega County,KE_County_37,,15557,6442
202405,May-24,202405,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,660,670
202405,May-24,202405,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,12172,3646
202405,May-24,202405,,bzOfj0iwfDH,Isiolo County,KE_County_11,,105,207
202405,May-24,202405,,uepLTG8wGWJ,Nyamira County,KE_County_46,,1704,234
202405,May-24,202405,,kphDeKClFch,Turkana County,KE_County_23,,1203,1187
202405,May-24,202405,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,10,46
202405,May-24,202405,,XWALbfAPa6n,West Pokot County,KE_County_24,,382,402
202405,May-24,202405,,mYZacFNIB3h,Nyandarua County,KE_County_18,,13,49
202405,May-24,202405,,Tvf1zgVZ0K4,Busia County,KE_County_40,,13504,13016
202405,May-24,202405,,ob6SxuRcqU4,Nakuru County,KE_County_32,,129,225
202405,May-24,202405,,PFu8alU2KWG,Embu County,KE_County_14,,16,34
202405,May-24,202405,,xuFdFy6t9AH,Laikipia County,KE_County_31,,180,99
202405,May-24,202405,,yhCUgGcCcOo,Machakos County,KE_County_16,,218,19
202405,May-24,202405,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,56,21
202405,May-24,202405,,ahwTMNAJvrL,Muranga County,KE_County_21,,440,211
202405,May-24,202405,,N7YETT3A9r1,Kwale County,KE_County_2,,577,650
202405,May-24,202405,,t0J75eHKxz5,Nandi County,KE_County_29,,35,129
202405,May-24,202405,,Eey8fT4Im3y,Marsabit County,KE_County_10,,178,318
202405,May-24,202405,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,63,218
202405,May-24,202405,,j8o6iO4Njsi,Kitui County,KE_County_15,,540,515
202405,May-24,202405,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,41,34
202405,May-24,202405,,HMNARUV2CW4,Bomet County,KE_County_36,,27,48
202405,May-24,202405,,vvOK1BxTbet,Baringo County,KE_County_30,,1035,690
202405,May-24,202405,,tAbBVBbueqD,Kisumu County,KE_County_42,,10174,13217
202405,May-24,202405,,sANMZ3lpqGs,Vihiga County,KE_County_38,,10286,3242
202405,May-24,202405,,CeLsrJOH0g9,Wajir County,KE_County_8,,60,90
202405,May-24,202405,,u4t9H8XyU9P,Siaya County,KE_County_41,,12016,6097
202405,May-24,202405,,o36zCRjSd4G,Samburu County,KE_County_25,,140,214
202405,May-24,202405,,nrI2khZx3d0,Kilifi County,KE_County_3,,124,884
202405,May-24,202405,,NjWSbQTwys4,Lamu County,KE_County_5,,3,2
202405,May-24,202405,,wsBsC6gjHvn,Mombasa County,KE_County_1,,71,81
202405,May-24,202405,,uyOrcHZBpW0,Garissa County,KE_County_7,,225,214
202405,May-24,202405,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,11070,3734
202405,May-24,202405,,Y52XNJ50hYb,Meru County,KE_County_12,,163,413
202405,May-24,202405,,jkG3zaihdSs,Nairobi County,KE_County_47,,102,277
202405,May-24,202405,,sPkRcDvhGWA,Kisii County,KE_County_45,,3214,1477
202405,May-24,202405,,BoDytkJQ4Qi,Makueni County,KE_County_17,,287,364
202405,May-24,202405,,R6f9znhg37c,Mandera County,KE_County_9,,72,105
202405,May-24,202405,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,84,51
202505,May-25,202505,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,62,84
202505,May-25,202505,,tAbBVBbueqD,Kisumu County,KE_County_42,,9939,8785
202505,May-25,202505,,sPkRcDvhGWA,Kisii County,KE_County_45,,4073,1717
202505,May-25,202505,,ob6SxuRcqU4,Nakuru County,KE_County_32,,754,1416
202505,May-25,202505,,u4t9H8XyU9P,Siaya County,KE_County_41,,14761,4983
202505,May-25,202505,,PFu8alU2KWG,Embu County,KE_County_14,,530,601
202505,May-25,202505,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,86,95
202505,May-25,202505,,kphDeKClFch,Turkana County,KE_County_23,,2357,3097
202505,May-25,202505,,HMNARUV2CW4,Bomet County,KE_County_36,,276,266
202505,May-25,202505,,ihZsJ8alvtb,Kericho County,KE_County_35,,810,1176
202505,May-25,202505,,N7YETT3A9r1,Kwale County,KE_County_2,,358,428
202505,May-25,202505,,yhCUgGcCcOo,Machakos County,KE_County_16,,2,9
202505,May-25,202505,,t0J75eHKxz5,Nandi County,KE_County_29,,2,52
202505,May-25,202505,,ahwTMNAJvrL,Muranga County,KE_County_21,,205,376
202505,May-25,202505,,BjC1xL40gHo,Kakamega County,KE_County_37,,19289,6861
202505,May-25,202505,,XWALbfAPa6n,West Pokot County,KE_County_24,,348,362
202505,May-25,202505,,R6f9znhg37c,Mandera County,KE_County_9,,4,15
202505,May-25,202505,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,113,181
202505,May-25,202505,,bzOfj0iwfDH,Isiolo County,KE_County_11,,17,4
202505,May-25,202505,,uyOrcHZBpW0,Garissa County,KE_County_7,,81,95
202505,May-25,202505,,mThvosEflAU,Trans Nzoia County,KE_County_26,,259,743
202505,May-25,202505,,fVra3Pwta0Q,Migori County,KE_County_44,,7266,3889
202505,May-25,202505,,Tvf1zgVZ0K4,Busia County,KE_County_40,,9295,13485
202505,May-25,202505,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,15795,4716
202505,May-25,202505,,kqJ83J2D72s,Narok County,KE_County_33,,574,743
202505,May-25,202505,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,383,501
202505,May-25,202505,,uepLTG8wGWJ,Nyamira County,KE_County_46,,2145,314
202505,May-25,202505,,vvOK1BxTbet,Baringo County,KE_County_30,,294,231
202505,May-25,202505,,sANMZ3lpqGs,Vihiga County,KE_County_38,,6416,3114
202505,May-25,202505,,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,87,148
202505,May-25,202505,,j8o6iO4Njsi,Kitui County,KE_County_15,,912,1104
202505,May-25,202505,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,12231,5256
202505,May-25,202505,,Eey8fT4Im3y,Marsabit County,KE_County_10,,265,340
202505,May-25,202505,,nrI2khZx3d0,Kilifi County,KE_County_3,,677,690
202505,May-25,202505,,NjWSbQTwys4,Lamu County,KE_County_5,,5,39
202505,May-25,202505,,Y52XNJ50hYb,Meru County,KE_County_12,,173,239
202505,May-25,202505,,JsH2bnvNt2d,Tana River County,KE_County_4,,650,247
202505,May-25,202505,,o36zCRjSd4G,Samburu County,KE_County_25,,347,429
202505,May-25,202505,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,44,66
202505,May-25,202505,,wsBsC6gjHvn,Mombasa County,KE_County_1,,319,365
202505,May-25,202505,,BoDytkJQ4Qi,Makueni County,KE_County_17,,1204,1159
202111,Nov-21,202111,,Eey8fT4Im3y,Marsabit County,KE_County_10,,69,205
202111,Nov-21,202111,,Ulj33KBau7V,Kirinyaga County,KE_County_20,,7,7
202111,Nov-21,202111,,j8o6iO4Njsi,Kitui County,KE_County_15,,4,3
202111,Nov-21,202111,,vvOK1BxTbet,Baringo County,KE_County_30,,151,151
202111,Nov-21,202111,,N7YETT3A9r1,Kwale County,KE_County_2,,8,6
202111,Nov-21,202111,,u4t9H8XyU9P,Siaya County,KE_County_41,,6777,6212
202111,Nov-21,202111,,ob6SxuRcqU4,Nakuru County,KE_County_32,,96,248
202111,Nov-21,202111,,ahwTMNAJvrL,Muranga County,KE_County_21,,129,196
202111,Nov-21,202111,,uepLTG8wGWJ,Nyamira County,KE_County_46,,585,30
202111,Nov-21,202111,,sANMZ3lpqGs,Vihiga County,KE_County_38,,3330,1085
202111,Nov-21,202111,,t0J75eHKxz5,Nandi County,KE_County_29,,469,2287
202111,Nov-21,202111,,qKzosKQPl6G,Kiambu County,KE_County_22,,194,294
202111,Nov-21,202111,,tAbBVBbueqD,Kisumu County,KE_County_42,,2365,5680
202111,Nov-21,202111,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,18,39
202111,Nov-21,202111,,yhCUgGcCcOo,Machakos County,KE_County_16,,18,33
202111,Nov-21,202111,,mThvosEflAU,Trans Nzoia County,KE_County_26,,967,709
202111,Nov-21,202111,,bzOfj0iwfDH,Isiolo County,KE_County_11,,313,1317
202111,Nov-21,202111,,kqJ83J2D72s,Narok County,KE_County_33,,247,344
202111,Nov-21,202111,,BjC1xL40gHo,Kakamega County,KE_County_37,,5573,3105
202111,Nov-21,202111,,jkG3zaihdSs,Nairobi County,KE_County_47,,158,246
