periodid,periodname,periodcode,perioddescription,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Fevers,IDSR Other Viral Haemorrhagic Fevers Total,MOH 515 Rev 2020_Number of over 5 years cases with fever for less than 7 days,MOH 515 Rev 2020_Number of under 5 years cases with fever for less than 7 days,MOH_744A_No. of Neurological disorders
202412,December 2024,202412,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,,199,339,37
202412,December 2024,202412,,ES1CWa4AJmJ,Malava Sub County,KE_SubCounty_3020,,,,1581,973,1
202412,December 2024,202412,,sr8WEz03EnP,Nyali Sub County,KE_SubCounty_3129,,,,5,14,
202412,December 2024,202412,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,,62,149,
202412,December 2024,202412,,RJ4LGJiSHFg,Molo Sub County,KE_SubCounty_3166,,,,2,1,
202412,December 2024,202412,,XcRpb1xsM64,Rarieda Sub County,KE_SubCounty_3200,,,,2899,1048,
202412,December 2024,202412,,vMPhBuymSKt,Kangundo Sub County,KE_SubCounty_3096,,,,,,1
202412,December 2024,202412,,ZCYATXdLsL1,Mt Elgon Sub County,KE_SubCounty_2972,,,,543,105,
202412,December 2024,202412,,ScLzA7tQxrH,Sigowet/Soin Sub County,KE_SubCounty_3023,,,,12,83,
202412,December 2024,202412,,sjlSPeRgl7d,Shinyalu Sub County,KE_SubCounty_3012,,,,1028,508,
202412,December 2024,202412,,ZOdhgR19Akq,Lugari Sub County,KE_SubCounty_3022,,,,1443,482,
202412,December 2024,202412,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,,,,82
202412,December 2024,202412,,OOF3UX4yOt7,Vihiga Sub County,KE_SubCounty_3237,,,,881,520,10
202412,December 2024,202412,,qKzosKQPl6G,Kiambu County,KE_County_22,,,,15,20,9
202412,December 2024,202412,,iy93Mmi73Or,Likoni Sub County,KE_SubCounty_3128,,,,14,6,
202412,December 2024,202412,,YqYSkwmOtiR,Bomachoge Chache Sub County,KE_SubCounty_3057,,,,501,369,20
202412,December 2024,202412,,fVSw60UAC3W,Oljoroorok Sub County,KE_SubCounty_3185,"Oljoroorok is one of the five Sub counties in Nyandarua County. It has a population of 97508 FY 2017/2018 as per 2009 pn, census",,,2,3,
202412,December 2024,202412,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,,11002,13002,17
202412,December 2024,202412,,PsjxYLsJSIp,Endebess Sub County,KE_SubCounty_3218,subcounty,,,,3,
202412,December 2024,202412,,PRpKwAloU5b,Kisumu East Sub County,KE_SubCounty_3068,,,,1225,923,
202412,December 2024,202412,,FKt9UVErwh3,Aroo Sub County,,,,,703,309,
202412,December 2024,202412,,f1T0Ltob8VQ,Westlands Sub County,KE_SubCounty_3155,Subcounty,,,,,6
202412,December 2024,202412,,PUhMyfDD2xp,Chepalungu Sub County,KE_SubCounty_2962,,,,,3,
202412,December 2024,202412,,iGkXVHBAqXX,Kiliwehiri Sub County,KE_SubCounty_3273,,,,64,118,
202412,December 2024,202412,,AIGIQpolMRn,Makueni Sub County,KE_SubCounty_3082,,,,84,152,
202412,December 2024,202412,,vbauk0RRq9N,Kitui Rural Sub County,KE_SubCounty_3072,,,,1,5,
202412,December 2024,202412,,XvpLXU47BKs,Embakasi Central Sub County,KE_SubCounty_3145,,,,,,167
202412,December 2024,202412,,orUwYD52An3,Tongaren Sub County,KE_SubCounty_2964,,,,1348,294,
202412,December 2024,202412,,jNzRdAwjaQ1,Taveta Sub County,KE_SubCounty_3209,,,,3,10,
202412,December 2024,202412,,ssbO49f0iLN,Matungu Sub County,KE_SubCounty_3015,,,,1662,642,
202412,December 2024,202412,,uE7HKhqPOtf,Mwingi Central Sub County,KE_SubCounty_3074,,,,37,77,
202412,December 2024,202412,,Y3NjAhiBaZT,Lurambi Sub County,KE_SubCounty_3019,,,,1277,597,3
202412,December 2024,202412,,Njv37QXxNy2,Emgwen Sub County,KE_SubCounty_3168,,,,2,2,25
202412,December 2024,202412,,pKJ4NZGPzTA,Kaiti Sub County,KE_SubCounty_3251,,,,6,126,
202412,December 2024,202412,,jtBjNpL9FXS,Kuria West Sub County,KE_SubCounty_3120,,,,598,499,
202412,December 2024,202412,,Yz1V5Cx8CO2,Tharaka South Sub County,KE_SubCounty_3211,,,,176,241,
202412,December 2024,202412,,PFu8alU2KWG,Embu County,KE_County_14,,,,83,150,41
202412,December 2024,202412,,ylWg6VvADJE,West Pokot Sub County,KE_SubCounty_3247,,,,342,234,
202412,December 2024,202412,,Lm9RMwhIu3G,Olkalou Sub County,KE_SubCounty_3186,,,,,,6
202412,December 2024,202412,,Ur2xRBDtazT,Homa Bay Town Sub County,KE_SubCounty_2998,,,,437,241,
202412,December 2024,202412,,OZiGQn2R8kK,Loima Sub County,KE_SubCounty_3222,,,,,140,
202412,December 2024,202412,,U3lGZ71W9Te,Tigania East Sub County,KE_SubCounty_3114,,,,28,56,
202412,December 2024,202412,,LO5he3DtiFG,Kibra Sub County,KE_SubCounty_3151,,,,,,123
202412,December 2024,202412,,JsH2bnvNt2d,Tana River County,KE_County_4,,,,641,456,
202412,December 2024,202412,,AXNntZ7T30a,Kibish Sub County,KE_SubCounty_3226,,,,28,51,
202412,December 2024,202412,,nrI2khZx3d0,Kilifi County,KE_County_3,,,,1136,782,27
202412,December 2024,202412,,KXc4ez8OAFz,Machakos Sub County,KE_SubCounty_3092,,,,,,73
202412,December 2024,202412,,I2LYLqKU6AW,Isiolo Sub County,KE_SubCounty_3004,,,5,6,19,
202412,December 2024,202412,,Mk4bMOSMRTB,Tiaty West Sub County,KE_SubCounty_3253,,,,297,223,
202412,December 2024,202412,,iTw0sFjlqZ2,Turkana South Sub County,KE_SubCounty_3221,,,,30,28,
202412,December 2024,202412,,wYsCfCAUWNB,Kajiado West Sub County,KE_SubCounty_3007,,,,87,86,
202412,December 2024,202412,,d0Gu8FrRM0Y,Kitui East Sub County,KE_SubCounty_3070,,,,117,35,
202412,December 2024,202412,,WILszL634oZ,Saku Sub County,KE_SubCounty_3107,,,,180,104,11
202412,December 2024,202412,,st4v8xfqgJf,Tiaty East Sub County,KE_SubCounty_2958,,,,91,70,
202412,December 2024,202412,,ihZsJ8alvtb,Kericho County,KE_County_35,,,,218,388,31
202412,December 2024,202412,,ahwTMNAJvrL,Muranga County,KE_County_21,,,,26,101,
202412,December 2024,202412,,YzEDO9Mq4TR,Kisumu West Sub County,KE_SubCounty_3067,,,,915,810,
202412,December 2024,202412,,fNCuk4Lpsnh,Marakwet West Sub County,KE_SubCounty_2983,,,,4,10,
202412,December 2024,202412,,eZpy65ooW0m,Laisamis Sub County,KE_SubCounty_3106,,,,192,115,
202412,December 2024,202412,,FoqzDgIByL6,Kasarani Sub County,KE_SubCounty_3149,,,,,,25
202412,December 2024,202412,,OpLt8IgyHop,Kisumu Central Sub County,KE_SubCounty_3066,,,,607,485,11
202412,December 2024,202412,,fCInDXluNhx,Uriri Sub County,KE_SubCounty_3122,,,,863,382,
202412,December 2024,202412,,cwnqFyTJIgX,Lamu East Sub County,KE_SubCounty_3090,,,,3,2,
202412,December 2024,202412,,jkG3zaihdSs,Nairobi County,KE_County_47,,,,,,421
202412,December 2024,202412,,XWALbfAPa6n,West Pokot County,KE_County_24,,,,421,301,
202412,December 2024,202412,,TdcYaufNV4p,Lunga Lunga Sub County,KE_SubCounty_3079,,,,473,396,
202412,December 2024,202412,,PLFoYJO8MVS,Konoin Sub County,KE_SubCounty_2959,konoin,,,2,2,
202412,December 2024,202412,,A34NiI4rgnf,Kirinyaga West Sub County,KE_SubCounty_3049,,,,77,64,
202412,December 2024,202412,,yWPcTwGwQ2B,Bura Sub County,KE_SubCounty_3249,,,,98,195,
202412,December 2024,202412,,KTayLusaU5I,Nakuru West Sub County,KE_SubCounty_3157,,,,61,109,280
202412,December 2024,202412,,ADMywdLwoRX,Msambweni Sub County,KE_SubCounty_3080,,,,85,64,9
202412,December 2024,202412,,lQkHbTC1iRg,Garissa Sub County,KE_SubCounty_2994,,,,,,213
202412,December 2024,202412,,kMSLkN4nsRl,Runyenjes Sub County,KE_SubCounty_2986,,,,15,13,1
202412,December 2024,202412,,JmE1qRVQD4F,Chuka Sub County,KE_SubCounty_3213,Chuka Town -Along Nairobi Meru Highway,,,,11,37
202412,December 2024,202412,,tKOna0n1Nmk,Lokichoggio Sub County,,,,,12,69,
202412,December 2024,202412,,QwGkDS0DNls,Kuresoi South Sub County,KE_SubCounty_3162,,,,103,103,
202412,December 2024,202412,,mYlMs4xTj82,Ainabkoi Sub County,KE_SubCounty_3229,,,,2,10,88
202412,December 2024,202412,,m1X5Chs8cRL,Suguta Sub county,,,,,145,61,
202412,December 2024,202412,,gZM3NbHaugk,Narok East Sub County,KE_SubCounty_3175,,,,6,61,
202412,December 2024,202412,,uyOrcHZBpW0,Garissa County,KE_County_7,,,,109,101,213
202412,December 2024,202412,,TPRNJqSm4lK,Ruiru Sub County,KE_SubCounty_3036,,,,1,6,
202412,December 2024,202412,,mYZacFNIB3h,Nyandarua County,KE_County_18,,,,2,3,6
202412,December 2024,202412,,PGTkGnIAZuy,Transmara East Sub County,KE_SubCounty_3177,,,,12,16,
202412,December 2024,202412,,BzFBYZhF5fx,Rachuonyo East Sub County,KE_SubCounty_3001,Sub County,,,1457,301,
202412,December 2024,202412,,BLz1HkvvMkA,Kajiado North Sub County,KE_SubCounty_3010,,,,23,38,
202412,December 2024,202412,,hBU8B1KI12P,Gilgil Sub County,KE_SubCounty_3163,Sub county level Office,,,2,9,
202412,December 2024,202412,,hJf4rt7cvI6,Rabai Sub County,KE_SubCounty_3044,,,,64,55,
202412,December 2024,202412,,eYBXetGx8xF,Mbeere North Sub County,KE_SubCounty_2984,,,,47,94,
202412,December 2024,202412,,qyhVIMG2rUw,Mandera South Sub County,KE_SubCounty_3102,,,,64,97,
202412,December 2024,202412,,pF6qPMIlHte,Laikipia East Sub County,KE_SubCounty_3086,,,,,,8
202412,December 2024,202412,,y2M16lesMsF,Saboti Sub County,KE_SubCounty_3217,,,,7,18,
202412,December 2024,202412,,i2Y2fyNoFyZ,Ndhiwa Sub County,KE_SubCounty_2997,,,,2125,904,
202502,February 2025,202502,,tvkI2HSIRW9,Matayos Sub County,KE_SubCounty_2976,,,,2177,1701,19
202502,February 2025,202502,,XvpLXU47BKs,Embakasi Central Sub County,KE_SubCounty_3145,,,,,,138
202502,February 2025,202502,,jxjGWCdfsib,Mbooni Sub County,KE_SubCounty_3084,,,,269,409,
202502,February 2025,202502,,ssbO49f0iLN,Matungu Sub County,KE_SubCounty_3015,,,,1119,584,
202502,February 2025,202502,,pKJ4NZGPzTA,Kaiti Sub County,KE_SubCounty_3251,,,,5,71,
202502,February 2025,202502,,LRNmnMw1fBs,Seme Sub County,KE_SubCounty_3065,,,,,,66
202502,February 2025,202502,,FKt9UVErwh3,Aroo Sub County,,,,,153,81,
202502,February 2025,202502,,x6Z1sBeiyqQ,Eldas Sub County,KE_SubCounty_3239,,,,12,21,
202502,February 2025,202502,,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,,,16,20,
202502,February 2025,202502,,J69iWev2zwu,Lagdera Sub County,KE_SubCounty_2992,,,,21,3,
202502,February 2025,202502,,toa2Hl7iVQI,Kibwezi West Sub County,KE_SubCounty_3081,,,,126,99,50
202502,February 2025,202502,,Yz1V5Cx8CO2,Tharaka South Sub County,KE_SubCounty_3211,,,,41,96,
202502,February 2025,202502,,Lm9RMwhIu3G,Olkalou Sub County,KE_SubCounty_3186,,,,,,10
202502,February 2025,202502,,FBteTV1eqB6,Mumias East Sub County,KE_SubCounty_3016,,,,1507,574,
202502,February 2025,202502,,ETGSIeGBsqt,Ithanga Sub County,,,,,55,69,
202502,February 2025,202502,,PFu8alU2KWG,Embu County,KE_County_14,,,,229,337,36
202502,February 2025,202502,,Ur2xRBDtazT,Homa Bay Town Sub County,KE_SubCounty_2998,,,,194,51,37
202502,February 2025,202502,,vSISrsNNHwq,Jomvu Sub County,KE_SubCounty_3131,,,,6,3,
202502,February 2025,202502,,XAy1bjurhLU,Kilome Sub County,KE_SubCounty_3083,,,,152,121,
202502,February 2025,202502,,k5sxmlXAtIg,Mogotio Sub County,KE_SubCounty_2954,,,,,3,
202502,February 2025,202502,,m9gdonbVXjZ,Bomet Central Sub County,KE_SubCounty_2960,,,,106,110,
202502,February 2025,202502,,LO5he3DtiFG,Kibra Sub County,KE_SubCounty_3151,,,,,,463
202502,February 2025,202502,,UGFoTN6rMVy,Lokiriama Sub County,,,,,,10,
202502,February 2025,202502,,U3lGZ71W9Te,Tigania East Sub County,KE_SubCounty_3114,,,,35,53,
202502,February 2025,202502,,Lj0mu9j58Ss,Garsen Sub County,KE_SubCounty_3250,,,,107,182,
202502,February 2025,202502,,JsH2bnvNt2d,Tana River County,KE_County_4,,,,588,318,
202502,February 2025,202502,,Mk4bMOSMRTB,Tiaty West Sub County,KE_SubCounty_3253,,,,85,71,
202502,February 2025,202502,,wYsCfCAUWNB,Kajiado West Sub County,KE_SubCounty_3007,,,,93,126,
202502,February 2025,202502,,EW4Jw4dVWBt,Dadaab Sub County,KE_SubCounty_2991,,,,34,40,
202502,February 2025,202502,,iTw0sFjlqZ2,Turkana South Sub County,KE_SubCounty_3221,,,,147,43,
202502,February 2025,202502,,ahwTMNAJvrL,Muranga County,KE_County_21,,,,66,248,6
202502,February 2025,202502,,RIBiZFJxB1K,Butula Sub County,KE_SubCounty_2975,,,,1493,958,
202502,February 2025,202502,,Njv37QXxNy2,Emgwen Sub County,KE_SubCounty_3168,,,,14,23,6
202502,February 2025,202502,,SLPIfy5xLqW,Embu North Sub County,KE_SubCounty_3296,,,,8,9,
202502,February 2025,202502,,t0J75eHKxz5,Nandi County,KE_County_29,,,,14,23,6
202502,February 2025,202502,,KXc4ez8OAFz,Machakos Sub County,KE_SubCounty_3092,,,,,,381
202502,February 2025,202502,,eZpy65ooW0m,Laisamis Sub County,KE_SubCounty_3106,,,,207,142,
202502,February 2025,202502,,fNCuk4Lpsnh,Marakwet West Sub County,KE_SubCounty_2983,,,,12,17,
202502,February 2025,202502,,EmQRGVtvWy3,Samburu Central Sub County,KE_SubCounty_3199,,,,47,71,
202502,February 2025,202502,,fmsyW02tPng,Rachuonyo North  Sub County,KE_SubCounty_3000,,,,2709,995,
202502,February 2025,202502,,hpcb7MYi6nc,Masinga Sub County,KE_SubCounty_3098,Masinga Constituency is an electoral constituency in Kenya. It is one of the constituencies in Machakos County,,,131,49,
202502,February 2025,202502,,Hsk1YV8kHkT,Kajiado County,KE_County_34,,,,233,446,
202502,February 2025,202502,,cxjRPbvhjzr,Nyamira Sub County,KE_SubCounty_3181,,,,356,48,
202502,February 2025,202502,,AM36DdkZ36Y,Wundanyi Sub County,KE_SubCounty_3208,,,,35,24,
202502,February 2025,202502,,g6gTzQ5nfYq,Kajiado East Sub County,KE_SubCounty_3008,,,,31,135,
202502,February 2025,202502,,k7Rj54u6dMx,Baringo Central Sub County,KE_SubCounty_2956,,,,12,36,
202502,February 2025,202502,,Cu46otDi1RO,Alego Usonga Sub County,KE_SubCounty_3203,,,,2717,1276,
202502,February 2025,202502,,k1mze33jOs0,Kabuchai Sub County,KE_SubCounty_2970,,,,1709,504,
202502,February 2025,202502,,NrGORu301bx,Merti Sub County,KE_SubCounty_3005,,,,16,33,
202502,February 2025,202502,,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,,77,117,
202502,February 2025,202502,,xWAZBULwGxp,Kilifi South Sub County,KE_SubCounty_3046,,70,,39,20,69
202502,February 2025,202502,,OK0hW8DFHq3,Rongai Sub County,KE_SubCounty_3159,,,,5,53,
202502,February 2025,202502,,lGg3wEy784X,Malindi Sub County,KE_SubCounty_3042,,,,,,24
202502,February 2025,202502,,mThvosEflAU,Trans Nzoia County,KE_County_26,,,,200,476,47
202502,February 2025,202502,,urtJSF5jcBC,Sabatia Sub County,KE_SubCounty_3236,,,,1096,552,
202502,February 2025,202502,,sjlSPeRgl7d,Shinyalu Sub County,KE_SubCounty_3012,,,,1065,574,
202502,February 2025,202502,,ptWVfaCIdVx,Nyeri County,KE_County_19,,,,,,92
202502,February 2025,202502,,ZOdhgR19Akq,Lugari Sub County,KE_SubCounty_3022,,,,1493,473,
202502,February 2025,202502,,iRK9uABUTVZ,Nyando Sub County,KE_SubCounty_3064,,,,632,1305,
202502,February 2025,202502,,fT37q3rXQ35,Rongo Sub County,KE_SubCounty_3126,,,,555,185,
202502,February 2025,202502,,u4t9H8XyU9P,Siaya County,KE_County_41,,,,10898,4610,1
202502,February 2025,202502,,HK5SUCMQmsw,Turkana West Sub County,KE_SubCounty_3224,,,,98,199,
202502,February 2025,202502,,SCbMzaOeTuR,Pokot Central Sub County,KE_SubCounty_3246,,,,9,37,
202502,February 2025,202502,,f4AOiG8fYtn,Webuye East Sub County,KE_SubCounty_2967,,,,1083,489,
202502,February 2025,202502,,wtuGWT7KjVm,Igembe South Sub County,KE_SubCounty_3118,,,,3,2,
202502,February 2025,202502,,VDlzh6w4LKv,Kiharu Sub County,KE_SubCounty_3137,,,,,,6
202502,February 2025,202502,,Q4xAPhWUnYC,Tigania West Sub County,KE_SubCounty_3115,,,,8,8,
202502,February 2025,202502,,kBQIjtWUBqj,Nyakach Sub County,KE_SubCounty_3062,,,,307,384,5
202502,February 2025,202502,,PsjxYLsJSIp,Endebess Sub County,KE_SubCounty_3218,subcounty,,,107,115,
202502,February 2025,202502,,tAbBVBbueqD,Kisumu County,KE_County_42,,,,5590,6257,134
202502,February 2025,202502,,Tvf1zgVZ0K4,Busia County,KE_County_40,,,,9445,10313,19
202502,February 2025,202502,,OOF3UX4yOt7,Vihiga Sub County,KE_SubCounty_3237,,,,692,459,11
202502,February 2025,202502,,ob6SxuRcqU4,Nakuru County,KE_County_32,,1,,68,223,357
202502,February 2025,202502,,f1T0Ltob8VQ,Westlands Sub County,KE_SubCounty_3155,Subcounty,,,,,74
202502,February 2025,202502,,YzB2ZBCwKLa,Kadibo Sub County,KE_SubCounty_3298,,,,659,1048,3
202502,February 2025,202502,,D2lsuEzZAJP,Nyatike Sub County,KE_SubCounty_3121,,,,,17,
202502,February 2025,202502,,nK0A12Q7MvS,Homa Bay County,KE_County_43,,,,10521,3864,52
202502,February 2025,202502,,GXnD5lHeanK,Nyeri Central Sub County,KE_SubCounty_3189,,,,,,92
202502,February 2025,202502,,OvI6w06DhPJ,Changamwe Sub County,KE_SubCounty_3132,,,,10,29,
202502,February 2025,202502,,N7YETT3A9r1,Kwale County,KE_County_2,,,,689,695,218
202502,February 2025,202502,,wQ8XjZ7zVwL,Mwimbi Sub County,KE_SubCounty_3214,,,,36,7,
202502,February 2025,202502,,x7qUMtZZvo9,Ganze Sub County,KE_SubCounty_3043,,,,95,139,
202502,February 2025,202502,,ZNXf7qiVh3t,Tharaka North Sub County,KE_SubCounty_3212,,,,,12,
202502,February 2025,202502,,f3AcdRzgTwz,Manga Sub County,KE_SubCounty_3183,Sub County,,,666,75,
202502,February 2025,202502,,C1xuoa1NAMm,Mvita Sub County,KE_SubCounty_3127,,,,,2,138
202502,February 2025,202502,,mCGytMcMf6y,Suba North Sub County,KE_SubCounty_2996,,,,1034,337,
202502,February 2025,202502,,VtuwXD7O1O9,Suna West Sub County,KE_SubCounty_3123,,,,604,318,
202502,February 2025,202502,,PKeFksHlJkB,Gem Sub County,KE_SubCounty_3202,,,,2417,994,
202502,February 2025,202502,,Taw0Zg7nArd,Kipkelion West Sub County,KE_SubCounty_3027,,,,40,104,
202502,February 2025,202502,,dr8gOvVAdiE,Turkana East Sub County,KE_SubCounty_3220,,,,153,134,
202502,February 2025,202502,,jHmpQUlnkQk,Kirinyaga South Sub County,KE_SubCounty_3051,,,,2,20,
202502,February 2025,202502,,NjWSbQTwys4,Lamu County,KE_County_5,,,,5,5,33
202502,February 2025,202502,,InECuIlzJGx,Ugenya Sub County,KE_SubCounty_3205,,,,1820,874,
202502,February 2025,202502,,rBKASpHJblX,Mwea Sub County,3266,,,,2,,
202502,February 2025,202502,,bnYzgzYe2Z7,Narok South Sub County,KE_SubCounty_3174,,,,139,224,
202502,February 2025,202502,,NIVPdmQjQKg,Tigania Central Sub County,KE_SubCounty_3261,,,,62,108,
202502,February 2025,202502,,iK2Jk2AxhlD,Rangwe Sub County,KE_SubCounty_2999,Sub County,,,491,335,
202502,February 2025,202502,,wwROy3Qkwin,Makadara Sub County,KE_SubCounty_3142,,,,,,48
202502,February 2025,202502,,LOgbecTRkbp,Kinango Sub County,KE_SubCounty_3077,,,,99,197,
202502,February 2025,202502,,Y52XNJ50hYb,Meru County,KE_County_12,,,,151,241,
202502,February 2025,202502,,NZphHeczehh,Cheptais Sub County,KE_SubCounty_1289,,,,737,150,
202502,February 2025,202502,,GpEIlwz3FvT,Teso North Sub County,KE_SubCounty_2979,,,,1037,4923,
202502,February 2025,202502,,WHG67QCDRS9,South Mugirango Sub County,KE_SubCounty_3060,,,,988,524,
202502,February 2025,202502,,NHRktMsAkO1,Samia Sub County,KE_SubCounty_2974,,,,1205,786,
202502,February 2025,202502,,EZraJgLdRLX,Marakwet East Sub County,KE_SubCounty_2982,,,,4,3,
202502,February 2025,202502,,BoDytkJQ4Qi,Makueni County,KE_County_17,,,,983,1069,50
202502,February 2025,202502,,jkQZEow83MX,Bumula Sub County,KE_SubCounty_2969,,,,2011,932,
202502,February 2025,202502,,ecl4YnDebUi,Garbatulla Sub County,KE_SubCounty_3003,,,,36,21,
202502,February 2025,202502,,zd8rhYqGowE,Turkana Central Sub County,KE_SubCounty_3223,,,,482,375,118
202502,February 2025,202502,,TPfcUHno8oP,Igembe Central Sub County,KE_SubCounty_3117,,,,4,20,
202502,February 2025,202502,,ZhhyithPNoI,Kibwezi East Sub County,KE_SubCounty_3099,,,,312,176,
202502,February 2025,202502,,MYSShwNcjzb,Suba West Sub County,3265,,,,490,79,
202502,February 2025,202502,,Lfxw0DfD4jN,Lamu West Sub County,KE_SubCounty_3089,,,,5,5,
202502,February 2025,202502,,yoGLpCTgjed,Voi Sub County,KE_SubCounty_3206,,,,,27,
202502,February 2025,202502,,tSKDWoVKiPo,Kaloleni Sub County,KE_SubCounty_3045,,,,,,127
202502,February 2025,202502,,sZjPgbWI5ra,Moyale Sub County,KE_SubCounty_3109,,,,156,124,
202502,February 2025,202502,,K7mZpm8COh7,Butere Sub County,KE_SubCounty_3014,,,,1392,601,
202502,February 2025,202502,,mWpq607yRXh,Turkana North Sub County,KE_SubCounty_3225,,,,,203,
202502,February 2025,202502,,nHEr5EciFh0,Suna East Sub County,KE_SubCounty_3124,,,,558,182,19
202502,February 2025,202502,,gPR82w2xgJZ,Kitutu Chache South Sub County,KE_SubCounty_3053,,,,62,82,
202502,February 2025,202502,,BjC1xL40gHo,Kakamega County,KE_County_37,,,,11936,5419,43
202502,February 2025,202502,,Lpy789vqRC6,Emuhaya Sub County,KE_SubCounty_3233,,,,1945,784,
202502,February 2025,202502,,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,,,50,64,
202502,February 2025,202502,,zGJ7QQlAMYD,Narok Central Sub County,3274,,,,130,142,29
202502,February 2025,202502,,e1J7R103h8I,Nambale Sub County,KE_SubCounty_2977,,,,946,672,
202502,February 2025,202502,,f18kGo9yXWo,Cherangany Sub County,KE_SubCounty_3215,,,,21,58,
202502,February 2025,202502,,E2DGjZRlwbY,Samburu North Sub County,KE_SubCounty_3198,,,,86,35,
202502,February 2025,202502,,R6f9znhg37c,Mandera County,KE_County_9,,,,12,11,
202502,February 2025,202502,,wUNEDOnx9uB,Matuga Sub County,KE_SubCounty_3078,,,,1,6,200
202502,February 2025,202502,,q8R0FA1hxnP,Moiben Sub County,KE_SubCounty_3230,,,,3,7,
202502,February 2025,202502,,AvnM6jKoocs,Mbeere South Sub County,KE_SubCounty_2985,SUB COUNTY,,,,,19
202502,February 2025,202502,,ka9Uv3Ckcbd,Awendo Sub County,KE_SubCounty_3125,,,,879,331,
202502,February 2025,202502,,A4SNYCxrrnv,Galole Sub County,KE_SubCounty_3248,,,,455,100,
202502,February 2025,202502,,sPkRcDvhGWA,Kisii County,KE_County_45,,,,2522,1544,28
202502,February 2025,202502,,nfJoTgKpwCg,Lamu Central Sub County,KE_SubCounty_3262,,,,,,33
202502,February 2025,202502,,AphsS3lJwKU,Kimilili Sub County,KE_SubCounty_2965,,,,1042,240,
202502,February 2025,202502,,JNvqpOnKfGR,Bondo Sub County,KE_SubCounty_3201,,,,30,15,1
202502,February 2025,202502,,iyOe3zltlp6,Teso Central Sub County,3276,,,,930,356,
202502,February 2025,202502,,sqNWYDHZZ6W,Dagoretti South Sub County,KE_SubCounty_3153,,,,,,26
202502,February 2025,202502,,whWfFA9D7td,Sirisia Sub County,KE_SubCounty_2971,,,,2007,736,2
202502,February 2025,202502,,lmr1q6dTaso,Soy Sub County,KE_SubCounty_3232,,,,12,8,
202502,February 2025,202502,,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,,12900,4273,5
202502,February 2025,202502,,SZapM1R0Kti,Kajiado Central Sub County,KE_SubCounty_3009,,,,14,29,
202502,February 2025,202502,,CeLsrJOH0g9,Wajir County,KE_County_8,,,,12,21,2
202502,February 2025,202502,,m9nsQ1MXlVU,Ugunja Sub County,KE_SubCounty_3204,,,,1362,493,
202502,February 2025,202502,,yXwsnpFBIPW,Igambangombe Sub County,KE_SubCounty_3256,,,,,2,
202502,February 2025,202502,,cmWAJB5kCDW,Kitui West Sub County,KE_SubCounty_3073,,,,,56,
202502,February 2025,202502,,IPOMRXiYjxr,Embu west (Manyatta) Sub County,KE_SubCounty_2987,,,,,,17
202502,February 2025,202502,,kqJ83J2D72s,Narok County,KE_County_33,,,,466,558,29
